clean_message,sentiment
point acha ha per mojhi lagta bhut jald ye ai comput wagera sab khatam hu jay ga,Neutral
ye common logo ko buhat nuksaaan huna ha hugaya zayda,Negative
koi ni allah malik sab ka allah jo chahta wohi huta liy allah sab dekh raha,Neutral
yehi mai keh raha hu,Neutral
peopl starv pakistan kill children due poverti almost imposs afford take easi news leav noth focu learn that,Neutral
wesi mera ak sawal ha ye ai jab se ai ha itni chezyn bani han chatgpt imag gener video gener bhi bhut koch us k bad davin aya jo ye sab banani men help karti han ab k bad kia ban sagta ha kia cheez ban sagti ha kia new sagta ya ai ki field,Negative
buhat kich,Neutral
good point par ye time ana ha would afford mai pakistan ki hi nahi baat kar raha,Positive
kal men sun rahi thi video men k agi arha ye agi kia ha,Neutral
artifici gener intellig,Negative
g,Neutral
fake peopl social media without research anyth forward everyth,Negative
koch detail mil sagti ye kia ha,Neutral
,Neutral
ye fake hu na hu,Negative
yani similar human kam like understand etc sab mein acha hu jana evri domain,Neutral
g sophia robot hy vo ye par k baad ap ny kya likha hy,Neutral
accuraci increas karna cha rahe,Neutral
g read open ai ai compani run data model train,Neutral
yeh ik game ka charact ha larki,Negative
congratul,Neutral
,Neutral
,Neutral
jo free ha wo ye quesiton read kari mojhi ka answer chahi,Positive
awen javab ni dyna sai wala javab dyna jisi samjh ai,Neutral
jo ap ny dataset pr question kiya ha us unnam ka koi column muji ni nazar aya,Neutral
mojhi bhi ni nazar aya tha per download karni py show hu raha ha,Neutral
ye last py ha,Neutral
us ko remov kr deyn simpl us ka koi use nahi data kabhi kabhi load ya save krti huwi index error aa jata hy ji se esa column creat ho jata hy es ka koi issu nhi,Neutral
ap ne ye column khud bnaya hai,Neutral
ni error ni ha us file men ha meni chack kiy baki sab ki notebook un men bhi han kisi ny drop kia kisi ny use kia mojhi ba ye jana ha k ye ki liy ha,Neutral
column koi inform ha wo dekhay,Neutral
ni meni q banana ha,Neutral
ap drop ker phir,Neutral
ok ji,Positive
pata chali ha kia ye,Neutral
bhai maro mji,Neutral
ye ha hi unnam kesi pta chali ga maze ap phli sy bnai hoi notebook check kri,Neutral
sens banti renam karlo warna utha kar bagir phenko,Neutral
iss column ko drop hi kerna hai,Neutral
uss specif column ko dataset ky hisab sy dekho kia ha agar nahi pata chalta remov that,Neutral
men tapi bethi liy ulta sidhi sawal kar rahi khair choro men bhi drop kar dyti mojhi lagta ap sab meri se ziada tapi bethi,Neutral
ok sir,Positive
nahi esa nahi ha,Neutral
nahi nahi,Neutral
ap mere inbox kr poch ly ni tapti,Negative
ba ye buhat achii baat ha apki ky ap question kar letii ha,Neutral
ok ab mojhi apna gussa apni notebook dataset py nikalni dyn phir men batati meni kia karnama kia notebook k sath ok tatabybi,Positive
men jan ni churhti jab tak mojhi bat samjh na ay wo ap logon ny kaha drop kar thk warna meni jan ni churhni thi sab ki jab tak column ka pata ni chalna tha,Neutral
zayda gussa na karna,Neutral
messag delet,Neutral
liy meni ye question usi dataset men hi kar dia k ji ny ye dataset upload kia usi pata hu ga bata dyga,Neutral
messag delet,Neutral
check notebook dear,Negative
ki han koi samjh ni ai ak ny drop kar dia bakion ki samjh hi ni ai,Neutral
mashallah,Neutral
drop colum,Neutral
kiran iss column ka koi faida nhi hai iss liy bss drop kerna hi better hai,Positive
share dataset link,Neutral
,Neutral
meri awnser kabhi goor se phar lo na yeh beha ho hi na,Neutral
g bilkul uss mei sb clear ker diya gaya hai,Neutral
okay,Positive
ok thk ha panda ny name dy dia agai samjh mera sawal wohi ha ye ye ki liy likha arha ye ki ka ha ab mera dimagh men jo cahl raha ap logon ko samjh ni ani mojhi pata k ap logon ko ka answeer ni ata q k dataset ji ka ha wohi bata sagta ye column q banya ka name q ni dia,Positive
khair leav,Neutral
choro,Neutral
ok,Positive
idhr beha na krien na apna time zaya krien na inka kindli ji ka data hu usi dm kri jazak allah,Positive
ok sir,Positive
,Neutral
wsalam,Neutral
waalaikum assalam,Neutral
,Neutral
walikum salam,Neutral
g,Neutral
guidanc,Neutral
g insha allah zaroor jo issu aye idhr text krien insha allah sb guid krn gye,Neutral
allah paak aaasani frmay,Neutral
edit profil url url uniqu everi user that usernam alreadi regist select uniqu one,Positive
like zusmani messag edit,Neutral
usernam chang krn,Neutral
yeah someth like,Neutral
messag delet,Neutral
welcom bhai,Positive
connect vs code anaconda alway,Neutral
error bro,Neutral
ba ye esi hi rehno filhal kagi error aye batana,Neutral
new env jab connect alway hi ha,Positive
acha,Neutral
kernel select krain agr ni kia,Neutral
mostli ya tb bi ata ha jb env na select kia hova ho,Positive
python interpret sy,Neutral
ya dehkain select kr ky,Neutral
jo creat kia tha edh show nhi hota,Neutral
ye es mai se dehkain ki env ke andar apn librari instal ki hove hai wo select krain agr issu reoslv hota thk ha otherwis check krain import agr librari thk trha se ho jte hai import phr rehni dain,Neutral
g,Neutral
welcom bro,Positive
ye sir ammar tufail ka day ka ai ka chillah hy iss video file ki koo tarteeb nhi hy aagi peechi hain ya kuch hain nhi ka kia hal hy,Neutral
sequenc mai hai sari month wla dehk loo,Neutral
sb proper arrang hai like instal min conda creat env panda seaborn matplotlib etc,Neutral
bhter yhe hai ap month wla cours jion krain os mai kfe content hai wo sai align hai,Neutral
chilla hua hy ussi phir choor du,Neutral
continu kr skti hai ap osi bi content start ka ha os mai math stat ml ha dehk lain kon si video dnu mai common ha phr start kr dain,Negative
g behtr,Neutral
,Neutral
messag delet,Neutral
nope though,Neutral
,Neutral
agar kisi ko iss error ka pata ha plz help,Neutral
need help concern ordin encod use column transform anyon suggest suitabl sourc,Positive
case highli like certain depend affect system resolv issu suggest upgrad downgrad current python version lower one verifi problem persist anoth option launch miniconda environ instal requir librari howev must ensur python version virtual environ compat new depend follow step confid abl resolv issu effect,Positive
tri kiya didnt work,Neutral
new env hu banaya ha,Positive
didnt work,Neutral
raat ko krwa dn ga,Neutral
sbr kr lo raat tk,Neutral
share,Neutral
messag delet,Neutral
gpt repli,Neutral
tak gpt,Neutral
even gemini bhi nahi,Neutral
bhai question smjha kro,Neutral
messag delet,Neutral
nope mne khud answer kia ha,Neutral
messag delet,Neutral
congratul,Neutral
congratul,Neutral
thank,Positive
thank,Positive
congratul,Neutral
thank,Positive
,Neutral
congratul,Neutral
thank,Positive
congratul,Neutral
thank,Positive
congratul,Neutral
thank,Positive
congratul,Neutral
thank,Positive
congratul,Neutral
thank,Positive
congratul,Neutral
thank,Positive
congratul,Neutral
,Neutral
congratul maria sister,Neutral
,Neutral
build ai full swing,Positive
lahor,Neutral
congratul,Neutral
github ya phir keggl ya dono use krni chaheyen pleas suggest,Neutral
apki choic hy chahiyen dono use krien ya sirf ek kr lyn,Neutral
mujhi andaza nhi kia dono ka aik purpos hy,Neutral
dono cheezien hi hy takreeban github moslti ap apni app wagera develop krni use krti hain like streamlit flask intregr github abhi ahsta ahsta apko idea ho jay ga,Neutral
masshallah congratul,Neutral
masahallah ki waqai khusi hui q ka rizwan bhai na waqai kafi mehnat ki hai congratul,Neutral
credit goe sir baba ammar tufail,Neutral
blkul bro,Neutral
congratul,Neutral
congratul,Neutral
congratul,Neutral
congratul,Neutral
congratul,Neutral
,Neutral
,Neutral
sha allah allah pak maze kamiyab krien,Neutral
mashaallah saw comment reaction inspir motiv couldnt even imagin without support,Positive
,Neutral
congratul,Neutral
ider koi esa ha jo gpu use kar raha hu,Neutral
meri se pytorch instal ni hu rahi gpu,Neutral
meri comput men cuda version ha pytorch py cuda ka code dia gia ha men wo use karti tu error ata instal ni hu rahi agr kisi ko pata tu bata dyn plz,Neutral
dear idea,Negative
ok,Positive
ye,Neutral
ghr ja ke detail voic bhjta hn instal tf gpu,Neutral
ok pytorch ka bhi bata dyna dono ka,Positive
ok,Positive
messag delet,Neutral
cell verifi kaggl help pleas messag edit,Neutral
mean,Negative
verif ni ho ri mobil number dene k badd,Neutral
congratul,Neutral
congratul,Neutral
thank,Positive
congratul,Neutral
congratul,Neutral
lala g mubarakan,Neutral
khair mubarak,Neutral
congratul,Neutral
congratul,Neutral
,Neutral
congratul,Neutral
congratul,Neutral
congratul,Neutral
,Neutral
congratul zeeshan bhai mashaallah,Neutral
congratul,Neutral
pai san ly,Neutral
purani h,Neutral
masahallah,Neutral
mein na ko bar dekha ha baki shuru ka shirt wala pose acha tha,Neutral
,Neutral
bhai waqai acha tha ap han raha ho,Neutral
messag delet,Neutral
kaggl commun discuss remind,Positive
ok sister,Positive
smj ni rhi si admin bahi ny bhji ha,Neutral
null,Neutral
kisi kay pa python sey relat whatsapp group hai,Neutral
sir share cant see,Neutral
verif code nahi hota tri five time,Neutral
discord per,Neutral
question answer walay section mei,Neutral
ah see,Neutral
thank,Positive
tri anoth phone number,Neutral
need,Neutral
question paid member get certif cours messag edit,Neutral
well download certif websit,Neutral
download messag edit,Neutral
yet,Neutral
anyon download,Neutral
,Neutral
would need meet criteria download,Neutral
us ki kuch fee hy woh pay kr ky downlod kr lyn messag edit,Neutral
ye video sab watch krni hon gyii,Neutral
also assign bhi,Neutral
chlain jab kr lain gy download bhi kr lain gy,Neutral
,Neutral
ye,Neutral
tri anoth number,Neutral
mera exam ki waja sa thora cours rehta hai kia meet join kar sakta hain,Neutral
ye lain book guuyyy sadi hondian moja kro,Neutral
sure think k parhai ni hogi alweda pegam hoga last meet,Positive
ok thank,Positive
thik h,Neutral
thank u tri,Neutral
last day colleg wala scene ho gya biryani aur bottl ke paisay easi paisa kiy jayen gye,Positive
sab bhai bs entri fee bhj rs,Neutral
congratul,Neutral
congratul,Neutral
think share experi six month cours,Neutral
ok sure,Positive
messag delet,Neutral
,Neutral
messag delet,Neutral
messag delet,Neutral
thank much,Positive
congratul,Neutral
congratul,Neutral
thank saman,Positive
thank maria,Positive
congratul,Neutral
congratul,Neutral
congratul,Neutral
thank,Neutral
thank,Positive
thank,Positive
congratul,Neutral
thank,Positive
thank,Neutral
congratul,Neutral
masahallah,Neutral
thank,Neutral
thank,Neutral
allah ap ko kamyabi atta farmaya,Neutral
congratul,Neutral
congratul,Neutral
congratul,Neutral
ameen,Neutral
thank,Neutral
thank,Positive
thank,Positive
import,Positive
congratul,Neutral
thank,Positive
mani congratul,Positive
thank,Positive
congratul,Neutral
pleas visit stori cours,Neutral
thank,Positive
achi post likhi hai mein na read ki hai,Neutral
,Neutral
,Neutral
think arab bill gate ki net worth bhi nai,Positive
,Neutral
messag delet,Neutral
thank support upvot everyon,Positive
congratul,Neutral
congratul,Neutral
thank u,Neutral
congratul beo,Neutral
thank u bhahya,Neutral
bhaayaa plate pani poori lgana,Neutral
messag delet,Neutral
,Neutral
thank u,Neutral
congrat,Neutral
mubarak ho,Neutral
lagta hai ye new add howa hai group main sticker,Positive
thank u,Neutral
thnak u sir,Neutral
notif ata ha ya ati ha,Neutral
messag delet,Neutral
messag delet,Neutral
abdullah bhai notif ky pronoun kia hain,Neutral
congratul,Neutral
thank u,Neutral
null,Neutral
null,Neutral
pronoun hota kia hy,Neutral
kuch ni awain hi jahilana batain kr raha hoon,Neutral
ap kaha busi hain ajkal,Neutral
bhai ap yaad kro ham hazir jab yaad hi koi nah kri phr bilawajah nahi tang krna chahiy,Neutral
oye hoy yar ham group wali kitni buri log hain apki sath esa krti hain,Neutral
hmain sharam ani cahy,Neutral
congratul,Neutral
bs bhai bewafa duniya,Neutral
,Neutral
first notebook pleas guid correct requir,Positive
ok notebook ky link dosri group mein hu upload kiya kari,Positive
done,Neutral
,Neutral
dimagh main kuch bach nahi gia hy esi video dekh dekh ky ab ye video tension deti hain,Positive
,Neutral
import thing self studi control mind ye sab bad ki batain hain,Neutral
ksi ko idea ha pleas help,Neutral
reduc imag size,Neutral
okay brother,Positive
ager ap khud sy imag ka size reduc kr k lagay gy ak uski qualiti sai nahi rahi gi dosra ye k wo achi ni lagi gii ak option ye bhi ha k app ai imag creat kr ly bing free ai imag login karni k baad apko free credit milli gy simpl ap imag gener karo wo drag drop kr k laga dy trha sy imag ki qualiti size ka issu ni hoga messag edit,Positive
okay,Positive
null,Neutral
first gold dataset,Positive
mubarakaa sir g,Neutral
nahi sir,Neutral
okay sir geee,Positive
mubarak bhai,Neutral
good,Positive
congratul,Neutral
mashallah congratul ibrahim bhai,Neutral
masahallah,Neutral
masshallah,Neutral
mubarak ho larkay,Neutral
larkay,Neutral
babi bol dy yr,Neutral
,Neutral
babi bs apni babi ko hi bolun ga,Neutral
,Neutral
support karni wali member abdullah,Neutral
congratul,Neutral
,Neutral
kaggl py rank kesi check ki jati ha agr hamyn ye dkehna hu k notebook men py kon ha,Negative
sahi tarah nahi lagi hu gi think link sahi tarah nahi add kiya,Neutral
hanji link hi nai,Neutral
congratul,Neutral
congratul,Neutral
notebook pa show ho rha ha,Neutral
wo apki hi hoga local main address hyna,Neutral
congratul na krna sab bs react kr dena,Neutral
congratul,Neutral
,Neutral
admin need justic justic admin,Neutral
mashallah,Neutral
ye acha tha,Neutral
congrat sir,Neutral
bhai na kitta kro,Neutral
congratul,Neutral
us bro,Neutral
justic admin,Neutral
kuch din pehli yaha machin learn ki book ka link share kiya tha kisi ne,Neutral
dm kar deta hoo,Neutral
pc pa ga kar,Neutral
,Neutral
,Neutral
bilkul sahi kha rahay hai ap,Neutral
ko gali dena ko bhi dil nai karta,Neutral
phli hi kaha tha apko,Neutral
allah human anim ko tabah kare,Neutral
messag delet,Neutral
messag delet,Neutral
ok,Positive
kaggl ka passward yad na ho usi kesi open karyn,Neutral
recov krain password,Neutral
hu jay ga,Neutral
g,Neutral
,Neutral
ok,Positive
apni agar apna number add kia hoa hy code bhejain wo us py,Neutral
email sa open kr lein,Neutral
direct email sa open ho jata ha,Neutral
thanx brothe,Neutral
r,Neutral
dataset pr notebook ha,Neutral
say remov world human anim rest analysi issu,Neutral
g magar un pa equal equal wala seen hai jo humain gawara nai,Neutral
notebook remov ni kro word ko hi remov kr dy,Neutral
null,Neutral
na sehta,Neutral
messag delet,Neutral
null,Neutral
,Neutral
mini conda instal nhi ho rha,Neutral
null,Neutral
join us microsoft build ignit tech journey,Neutral
congratul,Neutral
congratul mani achiev way keep work keep grow,Positive
masahallah congratul,Neutral
mashallah allah pak aur kamyabi sy nawazi brother,Neutral
mashaa allah mubarkaan bhai jan,Neutral
sha allah,Neutral
man except good strive alquran,Positive
mashaallah abdullah great,Positive
st one best,Positive
congratul,Neutral
congratul,Neutral
jazak allah guy endless help other thank jazak allah may allah bless ameen,Negative
sha allah mubarak ho,Neutral
congratul,Neutral
jazak allah abdullah bhai,Neutral
congratul,Neutral
mashaallah,Neutral
congratul,Neutral
jazak allah mehak ap behno ki help sy achiev hua ye jazak allah allah pak ap sab ko maze kamyabi den ameen,Neutral
ameen,Neutral
allah ap ko maeed kamiyab karay ameen,Neutral
group men ba congratul hi nazar ata ha,Neutral
past men futur men wali achiev k liy sab ko ak sath hi congratul,Negative
congratul,Neutral
phir se loop start hu jay gi congratul ki,Neutral
sy kia hi jata congratul bolni actual ye khushi bhi esi ha insan ghar walo k sath share kri kehti han sy kia faida hoga unhi detail sy samjhani se rahi bs dosro ki khushi khush ho jao simpl messag edit,Neutral
messag delet,Neutral
around pm sir ny kaha tha,Neutral
kahan pa kaha tha,Neutral
congratul,Neutral
discard pt,Neutral
ameen,Neutral
congratul,Neutral
alreadi done,Neutral
upload karta waqt option ata hai waha par sir ko addkar,Neutral
think wo person add wala,Neutral
lakin sir think notebook seen ni karti,Neutral
jab ap notebook upload krti hen upload kr k set mai jana waha collabor ka option aay ga us mai select kr lena,Neutral
ak bat kia es say koi faiyda bi hota ha,Neutral
jitna us bnda ka cntact hein wo apki notebook ko watch kr sken ga,Neutral
